"scientific_name","species","subspecies","common_name","family","zims_species360","origin","sex","cell_type","karyotype","sample_id","animal_ID","line2","line3","cnag_id","iucn","superclass","status","iPSC","species_short","link","dna","karyo","rna","seq"
"Pongo pygmaeus","Pongo pygmaeus",NA,"Northwest Bornean orangutan","Hominidae","MIG12-3008890","CAPTIVE","F","Fibro",NA,"Pon_Pyg_1","A318",NA,NA,"ORGONE_07","CR","Mammalia",TRUE,FALSE,"Pon_Pyg","https://animaldiversity.org/accounts/Pongo_pygmaeus/",TRUE,FALSE,FALSE,TRUE
"Pongo pygmaeus","Pongo pygmaeus",NA,"Northwest Bornean orangutan","Hominidae","Antoine Blancher (Chris Tyler-Smith)","-",NA,"Fibro","Pongo pygmeaus A157","Pon_Pyg_2","A157",NA,NA,"AX8918/ORGONE_07","CR","Mammalia",TRUE,TRUE,"Pon_Pyg",NA,TRUE,TRUE,FALSE,TRUE
"Pongo pygmaeus","Pongo pygmaeus",NA,"Northwest Bornean orangutan","Hominidae","QGH22-06066/BARCELONA / 14107","CAPTIVE","M","Fibro",NA,"Pon_Pyg_3","A461",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Pon_Pyg",NA,TRUE,FALSE,TRUE,FALSE
"Cercocebus atys lunulatus","Cercocebus atys","lunulatus","White-naped Mangabey","Cercopithecidae","MC21",NA,NA,"Primary",NA,"Cer_Aty_1","A162",NA,NA,NA,"EN","Mammalia",FALSE,FALSE,"Cer_Aty",NA,FALSE,FALSE,FALSE,FALSE
"Cercocebus atys lunulatus","Cercocebus atys","lunulatus","White-naped Mangabey","Cercopithecidae","QGH16-04243","CAPTIVE","F","Fibro","Cercocebus atys lunulatus A92","Cer_Aty_2","A92","A219","A368","AX8907","EN","Mammalia",TRUE,FALSE,"Cer_Aty","https://www.iucnredlist.org/species/4206/92247733",TRUE,TRUE,FALSE,TRUE
"Cercocebus atys lunulatus","Cercocebus atys","lunulatus","White-naped Mangabey","Cercopithecidae","QGH16-04193","CAPTIVE","M","Fibro",NA,"Cer_Aty_3","A102","A206","A306","AX8915","EN","Mammalia",TRUE,FALSE,"Cer_Aty","https://animaldiversity.org/accounts/Cercocebus_atys/",TRUE,TRUE,FALSE,TRUE
"Cercocebus atys lunulatus","Cercocebus atys","lunulatus","White-naped Mangabey","Cercopithecidae","4858688/JEREZ / MC2","CAPTIVE","F","Primary",NA,"Cer_Aty_4","A241",NA,NA,NA,"EN","Mammalia",FALSE,FALSE,"Cer_Aty","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9531&lvl=3&lin=f&keep=1&srchmode=1&unlock",FALSE,FALSE,FALSE,FALSE
"Cercocebus atys lunulatus","Cercocebus atys","lunulatus","White-naped Mangabey","Cercopithecidae","QGH16-04293/BARCELONA / 12898","CAPTIVE","F","Fibro",NA,"Cer_Aty_5","A369",NA,NA,"AX8908","EN","Mammalia",TRUE,FALSE,"Cer_Aty",NA,TRUE,FALSE,FALSE,TRUE
"Cercocebus torquatus","Cercocebus torquatus",NA,"Red-capped mangabey","Cercopithecidae","QGH14-02193/BARCELONA / 12333","CAPTIVE","M","Fibro",NA,"Cer_Tor_1","A183",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Cer_Tor","https://www.iucnredlist.org/species/4201/154210757",FALSE,FALSE,FALSE,FALSE
"Cercocebus torquatus","Cercocebus torquatus",NA,"Red-capped mangabey","Cercopithecidae","5724123 Barcelona/9381","CAPTIVE","M","Fibro",NA,"Cer_Tor_2","A287",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Cer_Tor","https://www.ncbi.nlm.nih.gov/search/all/?term=Cercocebus%20torquatus",TRUE,FALSE,FALSE,FALSE
"Lophocebus aterrimus","Lophocebus aterrimus",NA,"Black Mangabey","Cercopithecidae","QVG16-00005/ELCHE SAF / 1301","CAPTIVE","M","unclear",NA,"Lop_Ate_1","A154",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Lop_Ate","https://www.iucnredlist.org/species/12310/166607638",FALSE,FALSE,FALSE,FALSE
"Lophocebus aterrimus","Lophocebus aterrimus",NA,"Black Mangabey","Cercopithecidae","MIG12-28090305/ELCHE SAF / 1337","CAPTIVE","F","unclear",NA,"Lop_Ate_2","A277",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Lop_Ate","https://animaldiversity.org/accounts/Cercopithecus_wolfi/",FALSE,FALSE,FALSE,FALSE
"Mandrillus sphinx","Mandrillus sphinx",NA,"Mandrill","Cercopithecidae","WKP21-01923/MN31","CAPTIVE","U","Fibro","Mandrillus sphinx A163","Man_Sph_1","A163",NA,NA,"AX8919","VU","Mammalia",TRUE,TRUE,"Man_Sph","https://www.iucnredlist.org/species/12754/17952325",TRUE,TRUE,FALSE,TRUE
"Mandrillus sphinx","Mandrillus sphinx",NA,"Mandrill","Cercopithecidae","8425827/MADRIDZ/MN17","CAPTIVE","M","Fibro",NA,"Man_Sph_2","A339",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Man_Sph","https://animaldiversity.org/accounts/Mandrillus_sphinx/",FALSE,FALSE,FALSE,FALSE
"Mandrillus leucophaeus","Mandrillus leucophaeus",NA,"Drill","Cercopithecidae","QGH13-01342","CAPTIVE","F","Fibro",NA,"Man_Leu_1","A360",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Man_Leu","https://www.iucnredlist.org/species/12753/17952490",FALSE,FALSE,FALSE,FALSE
"Mandrillus leucophaeus","Mandrillus leucophaeus",NA,"Drill","Cercopithecidae","QGH14-02210","CAPTIVE","F","Fibro",NA,"Man_Leu_2","A359",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Man_Leu",NA,FALSE,FALSE,FALSE,FALSE
"Mandrillus leucophaeus","Mandrillus leucophaeus",NA,"Drill","Cercopithecidae","MIG12-29591019/BARCELONA / 6329","CAPTIVE","F","Fibro",NA,"Man_Leu_3","A381",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Man_Leu",NA,TRUE,FALSE,FALSE,FALSE
"Miopithecus ogouensis","Miopithecus ogouensis",NA,"Northern Talapoin Monkey","Cercopithecidae","QGH21-05798/ BARCELONA / 13935","CAPTIVE","U","Primary",NA,"Mio_Ogo_1","A165",NA,NA,NA,"NT","Mammalia",FALSE,FALSE,"Mio_Ogo","https://www.iucnredlist.org/species/41570/17953573",FALSE,FALSE,FALSE,FALSE
"Miopithecus ogouensis","Miopithecus ogouensis",NA,"Northern Talapoin Monkey","Cercopithecidae","YRV19-03423/13504/BARCELONA","-","F","Fibro",NA,"Mio_Ogo_2","A272",NA,NA,NA,"NT","Mammalia",TRUE,TRUE,"Mio_Ogo","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi",TRUE,FALSE,FALSE,FALSE
"Cercopithecus neglectus","Cercopithecus neglectus",NA,"De Brazza’s Monkey","Cercopithecidae","26674024/13192","CAPTIVE","F","Fibro",NA,"Cer_Neg_1","A174",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Cer_Neg","https://www.iucnredlist.org/species/4223/17947167",FALSE,FALSE,FALSE,FALSE
"Papio cynocephalus","Papio cynocephalus",NA,"Yellow Baboon","Cercopithecidae","NO ZIMS (F/HYBRDID?)",NA,NA,"Fibro",NA,"Pap_Cyn_1","A274",NA,NA,"AY5183","LC?","Mammalia",TRUE,FALSE,"Pap_Cyn",NA,TRUE,FALSE,FALSE,TRUE
"Macaca sylvanus","Macaca sylvanus",NA,"Barbary macaque","Cercopithecidae","MIG12-28734788/BARCELONA/10699","WILD","M","Fibro",NA,"Mac_Syl_1","A300",NA,NA,"AX8912","EN","Mammalia",TRUE,FALSE,"Mac_Syl",NA,TRUE,FALSE,FALSE,TRUE
"Macaca sylvanus","Macaca sylvanus",NA,"Barbary macaque","Cercopithecidae","MIG12-29661833/[10696/BARCELONA","WILD","F","Fibro",NA,"Mac_Syl_2","A492",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Mac_Syl",NA,FALSE,FALSE,FALSE,FALSE
"Hylobates muelleri","Hylobates muelleri",NA,"Bornean Gibbon","Hylobatidae","27920039/MADRID Z / GM2","UNKNOWN","M","Fibro",NA,"Hyl_Mue_1","A298",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Hyl_Mue",NA,TRUE,FALSE,FALSE,FALSE
"Hylobates pileatus","Hylobates pileatus",NA,"Pileated Gibbon","Hylobatidae","24150276/BARCELONA / 11283","CAPTIVE","M","Fibro",NA,"Hyl_Pil_1","A379",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Hyl_Pil","https://www.iucnredlist.org/species/10552/17966665",TRUE,FALSE,FALSE,FALSE
"Hylobates lar","Hylobates lar",NA,"White-handed Gibbon","Hylobatidae","25620264/MADRID Z / GMB2","CAPTIVE","M","Primary",NA,"Hyl_Lar_1","A432",NA,NA,NA,"EN","Mammalia",FALSE,FALSE,"Hyl_Lar","https://www.iucnredlist.org/species/10548/17967253",FALSE,FALSE,FALSE,FALSE
"Hylobates lar","Hylobates lar",NA,"White-handed Gibbon","Hylobatidae","HBY14-00185/ELCHE SAF / 1276","CAPTIVE","M","Fibro",NA,"Hyl_Lar_2","A467",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Hyl_Lar",NA,TRUE,FALSE,FALSE,FALSE
"Erinaceus europaeus","Erinaceus europaeus",NA,"West European Hedgehog","Erinaceinae","ERIZO1",NA,NA,"Primary",NA,"Eri_Eur_1","A211",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Eri_Eur","https://www.iucnredlist.org/species/29650/2791303",FALSE,FALSE,FALSE,FALSE
"Erinaceus europaeus","Erinaceus europaeus",NA,"West European Hedgehog","Erinaceinae","QGH20-05451-IA",NA,NA,"Primary",NA,"Eri_Eur_2","A40",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Eri_Eur","https://animaldiversity.org/accounts/Erinaceus_europaeus/",FALSE,FALSE,FALSE,FALSE
"Suncus etruscus","Suncus etruscus",NA,"Pygmy White-toothed Shrew","Soricidae",NA,NA,NA,"Primary",NA,"Sun_Etr_1","A64",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Sun_Etr","https://www.iucnredlist.org/species/90389138/22288134",FALSE,FALSE,FALSE,FALSE
"Artibeus jamaicensis","Artibeus jamaicensis",NA,"Jamaican Fruit-eating Bat","Chiroptera",NA,NA,NA,"Primary",NA,"Art_Jam_1","A161",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Art_Jam","https://www.iucnredlist.org/species/14919/22016159",FALSE,FALSE,FALSE,FALSE
"Pteropus lylei","Pteropus lylei",NA,"Lyle's flying fox","Chiroptera","17963235/BARCELONA / 5732","CAPTIVE","M","Fibro",NA,"Pte_Lyl_1","A194",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Pte_Lyl","https://www.iucnredlist.org/species/18734/22082429",TRUE,FALSE,FALSE,FALSE
"Pteropus lylei","Pteropus lylei",NA,"Lyle's flying fox","Chiroptera","MIG12-29239579","CAPTIVE","F","Fibro",NA,"Pte_Lyl_2","A279",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Pte_Lyl",NA,FALSE,FALSE,FALSE,FALSE
"Pteropus lylei","Pteropus lylei",NA,"Lyle's flying fox","Chiroptera","MIG12-28324384/MIG12-28324384","CAPTIVE","F","Fibro",NA,"Pte_Lyl_3","A419",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Pte_Lyl",NA,TRUE,FALSE,FALSE,FALSE
"Myrmecophaga tridactyla","Myrmecophaga tridactyla",NA,"Giant Anteater","Myrmecophagidae","-",NA,NA,"Primary",NA,"Myr_Tri_1","A342",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Myr_Tri",NA,FALSE,FALSE,FALSE,FALSE
"Myrmecophaga tridactyla","Myrmecophaga tridactyla",NA,"Giant Anteater","Myrmecophagidae","26855739/MADRID Z / OH4","CAPTIVE","F","Primary",NA,"Myr_Tri_2","A436",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Myr_Tri",NA,FALSE,FALSE,FALSE,FALSE
"Procavia capensis","Procavia capensis",NA,"Rock hyrax","Procaviidae","CGK10-00254/BIOPARCVA / V11164","CAPTIVE","F","Fibro",NA,"Pro_Cap_1","A353",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Pro_Cap",NA,FALSE,FALSE,FALSE,FALSE
"Procavia capensis","Procavia capensis",NA,"Rock hyrax","Procaviidae",NA,"CAPTIVE",NA,"Fibro",NA,"Pro_Cap_2","A469",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Pro_Cap",NA,TRUE,FALSE,TRUE,FALSE
"Salmo salar","Salmo salar",NA,"Atlantic Samon","Salmonidae","-",NA,NA,"Primary",NA,"Sal_Sal_1","A376",NA,NA,NA,"LC","Fish",FALSE,FALSE,"Sal_Sal","https://www.iucnredlist.org/species/19855/9026693",FALSE,FALSE,FALSE,FALSE
"Salmo salar","Salmo salar",NA,"Atlantic Samon","Salmonidae","-",NA,NA,"Primary",NA,"Sal_Sal_2","A138",NA,NA,NA,"LC","Fish",FALSE,FALSE,"Sal_Sal","https://www.miteco.gob.es/en/biodiversidad/temas/inventarios-nacionales/09047122800af6b3_tcm38-199078.pdf",FALSE,FALSE,FALSE,FALSE
"Salmo salar","Salmo salar",NA,"Atlantic Samon","Salmonidae","-",NA,NA,"Primary",NA,"Sal_Sal_3","A223",NA,NA,NA,"LC","Fish",FALSE,FALSE,"Sal_Sal","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=97955",FALSE,FALSE,FALSE,FALSE
"Salmo salar","Salmo salar",NA,"Atlantic Samon","Salmonidae","-",NA,NA,"Primary",NA,"Sal_Sal_4","A349",NA,NA,NA,"LC","Fish",FALSE,FALSE,"Sal_Sal","https://animaldiversity.org/accounts/Salmo_salar/",FALSE,FALSE,FALSE,FALSE
"Carcharhinus amblyrhynchos","Carcharhinus amblyrhynchos",NA,"Sandbar shark","Carcharhinidae","WKP18-01472/MADRID Z / TG05","CAPTIVE",NA,"Primary",NA,"Car_Amb_1","A145",NA,NA,NA,"EN","Fish",FALSE,FALSE,"Car_Amb","https://www.iucnredlist.org/species/39365/173433550",FALSE,FALSE,FALSE,FALSE
"Scyliorhinus stellaris","Scyliorhinus stellaris",NA,"Nursehound","Scyliorhinidae",NA,NA,NA,"Primary",NA,"Scy_Ste_1","A225",NA,NA,NA,"VU","Fish",FALSE,FALSE,"Scy_Ste",NA,FALSE,FALSE,FALSE,FALSE
"Ginglymostoma cirratum","Ginglymostoma cirratum",NA,"Nurse shark","Ginglymostomatidae",NA,NA,NA,"Primary",NA,"Gin_Cir_1","A240",NA,NA,NA,"VU","Fish",FALSE,FALSE,"Gin_Cir",NA,FALSE,FALSE,FALSE,FALSE
"Chiloscyllium punctatum","Chiloscyllium punctatum",NA,"Grey Carpetshark","Hemiscylliidae",NA,NA,NA,"Primary",NA,"Chi_Pun_1","A249",NA,NA,NA,"NT","Fish",FALSE,FALSE,"Chi_Pun",NA,FALSE,FALSE,FALSE,FALSE
"Hemiscyllium ocellatum","Hemiscyllium ocellatum",NA,"Epaulette Shark","Hemiscylliidae",NA,NA,NA,"Primary",NA,"Hem_Oce_1","A252",NA,NA,NA,"LC","Fish",FALSE,FALSE,"Hem_Oce",NA,FALSE,FALSE,FALSE,FALSE
"Diplodus vulgaris","Diplodus vulgaris",NA,"Seabream","Sparidae",NA,NA,NA,"Primary",NA,"Dip_Vul_1","A31O",NA,NA,NA,"LC","Fish",FALSE,FALSE,"Dip_Vul","https://www.iucnredlist.org/species/170261/1304171",FALSE,FALSE,FALSE,FALSE
"Hippocampus reidi","Hippocampus reidi",NA,"Long-snout Seahorse","Syngnathidae",NA,NA,NA,"Primary",NA,"Hip_Rei_1","A445",NA,NA,NA,"NT","Fish",FALSE,FALSE,"Hip_Rei","https://www.iucnredlist.org/species/10082/17025021",FALSE,FALSE,FALSE,FALSE
"Hippocampus reidi","Hippocampus reidi",NA,"Long-snout Seahorse","Syngnathidae",NA,NA,NA,"Primary",NA,"Hip_Rei_2","A478",NA,NA,NA,"NT","Fish",FALSE,FALSE,"Hip_Rei",NA,FALSE,FALSE,FALSE,FALSE
"Hippocampus reidi","Hippocampus reidi",NA,"Long-snout Seahorse","Syngnathidae",NA,NA,NA,"Primary",NA,"Hip_Rei_3","A484",NA,NA,NA,"NT","Fish",FALSE,FALSE,"Hip_Rei",NA,FALSE,FALSE,FALSE,FALSE
"Hippocampus abdominalis","Hippocampus abdominalis",NA,"Pot-bellied Seahorse","Syngnathidae",NA,NA,NA,"Primary",NA,"Hip_Abd_1","A444",NA,NA,NA,"LC","Fish",FALSE,FALSE,"Hip_Abd","https://www.iucnredlist.org/species/10057/54903879",FALSE,FALSE,FALSE,FALSE
"Hippocampus abdominalis","Hippocampus abdominalis",NA,"Pot-bellied Seahorse","Syngnathidae",NA,NA,NA,"Primary",NA,"Hip_Abd_2","A377",NA,NA,NA,"LC","Fish",FALSE,FALSE,"Hip_Abd",NA,FALSE,FALSE,FALSE,FALSE
"Sargocentron diadema","Sargocentron diadema",NA,"Crown Squirrelfish","Holocentridae",NA,NA,NA,"Primary",NA,"Sar_Dia_1","A443",NA,NA,NA,"LC","Fish",FALSE,FALSE,"Sar_Dia","https://www.iucnredlist.org/species/67901205/115442185",FALSE,FALSE,FALSE,FALSE
"Engraulis encrasicolus","Engraulis encrasicolus",NA,"European Anchovy","Engraulidae",NA,NA,NA,"Primary",NA,"Eng_Enc_1","A442",NA,NA,NA,"LC","Fish",FALSE,FALSE,"Eng_Enc","https://www.iucnredlist.org/species/198568/15546291",FALSE,FALSE,FALSE,FALSE
